5.238008,8.976952,1555670509802
2.2738008,11.066977,1555670510470
4.8901286,9.812852,1555670511061
6.0789304,9.603352,1555670511653
5.297053,9.6355915,1555670512204
5.7804003,9.557822,1555670512756
6.7189636,9.305497,1555670513268
6.183011,10.030311,1555670513860
2.2348614,11.215062,1555670514412
6.7995906,9.494012,1555670514963
6.417224,9.387141,1555670515515
5.1754155,9.631558,1555670516067
2.911335,10.964421,1555670516579
6.9505343,9.724899,1555670517131
7.1709595,9.117355,1555670517604
4.6806073,9.880148,1555670518196
3.2654924,11.00342,1555670518707
7.49009,9.343068,1555670519259
5.717165,9.565379,1555670519772
3.0364857,11.102718,1555670520323
7.0182333,9.17465,1555670520836
6.696159,9.564571,1555670521349
2.9003353,11.395366,1555670521900
7.2531786,9.488671,1555670522452
5.5143948,9.405474,1555670522964
3.069858,9.73654,1555670523556
2.4705105,10.735297,1555670524068
4.9353533,9.524968,1555670524581
5.202136,9.325279,1555670525093
1.5530891,10.9988785,1555670525645
6.4036555,9.393464,1555670526158
6.0766773,9.515858,1555670526710
1.6566381,10.824232,1555670527223
6.0592914,9.4364605,1555670527774
5.5282817,9.24575,1555670528248
2.9438305,11.175233,1555670528759
8.050487,9.15956,1555670529311
8.446051,9.416198,1555670529863
1.5434856,11.657197,1555670530375
9.520559,9.117003,1555670530928
7.10685,9.195648,1555670531440
2.1672735,11.563705,1555670531952
8.236097,9.47121,1555670532504
6.9547133,9.2539835,1555670533018
0.9750204,11.0176735,1555670533531
6.3929973,9.444681,1555670534081
6.743144,9.237507,1555670534593
5.218024,9.769184,1555670535146
5.0236397,10.649963,1555670535618
4.465457,9.591992,1555670536211
4.4448276,9.473752,1555670536722
1.9350986,10.915447,1555670537274
6.239808,9.379243,1555670537786
5.3580356,9.746072,1555670538377
0.52762985,10.897619,1555670538851
6.007856,9.4744215,1555670539363
6.240541,9.275979,1555670539917
0.6088724,11.143148,1555670540430
5.7515388,9.51326,1555670540982
5.060497,9.475041,1555670541491
3.4489803,9.5135355,1555670542043
2.9318323,10.968542,1555670542595
5.6468196,9.22195,1555670543108
5.594092,9.775268,1555670543662
1.3777809,10.753749,1555670544172
5.7315536,9.610276,1555670544723
5.3641562,9.326388,1555670545236
4.44814,9.748144,1555670545789
3.0513182,10.613874,1555670546301
4.188141,9.759517,1555670546892
4.813845,9.410833,1555670547404
4.2028,9.964556,1555670548035
