4.373167,9.659503,1555670330390
4.632607,9.8167715,1555670330982
4.8089695,9.842985,1555670331572
2.8035803,10.786457,1555670332123
4.872745,9.610669,1555670332714
5.102982,9.501409,1555670333266
5.8993473,9.675936,1555670333819
5.4362807,9.509219,1555670334370
4.5175734,9.662747,1555670334923
2.038414,11.076479,1555670335473
5.5947394,9.837218,1555670336063
5.654501,9.465828,1555670336615
5.3071895,9.710527,1555670337206
5.7533436,9.731999,1555670337759
4.9063334,9.610084,1555670338349
4.8425083,9.733264,1555670338901
4.1030245,9.8106575,1555670339493
1.932847,10.800018,1555670340005
4.878165,9.822816,1555670340596
4.731833,9.641011,1555670341148
7.9916687,9.572444,1555670341739
6.2025213,9.634903,1555670342290
4.4294534,9.697974,1555670342842
3.2921257,9.807301,1555670343434
3.863853,9.73972,1555670343987
1.3480225,10.998724,1555670344537
3.638188,9.336549,1555670345168
3.3237562,10.365959,1555670345719
5.326026,9.633414,1555670346273
5.8308396,9.441121,1555670346783
4.8882737,9.767407,1555670347374
4.2948503,9.731472,1555670347930
1.3648443,11.267733,1555670348478
5.6779866,9.585631,1555670349070
4.2758923,9.649108,1555670349660
4.259162,9.763799,1555670350212
6.0419374,9.485267,1555670350764
5.240397,9.706397,1555670351315
2.8607879,9.770822,1555670351947
3.6116538,9.670157,1555670352498
3.4307623,9.839554,1555670353089
3.6866345,9.728973,1555670353642
2.7182217,10.762402,1555670354192
4.5284743,9.5156555,1555670354744
4.2791214,9.645167,1555670355335
5.4971795,9.648961,1555670355847
4.3447485,9.692615,1555670356478
4.696347,9.633767,1555670356991
4.03739,9.872294,1555670357621
1.5228796,11.055307,1555670358133
5.5646634,9.589438,1555670358725
5.5888953,9.706913,1555670359317
4.244278,9.579232,1555670359868
4.963497,9.610871,1555670360419
3.3275657,9.750944,1555670360971
3.6674166,9.722259,1555670361523
4.3562646,9.778428,1555670362114
2.8994303,10.802111,1555670362666
4.4506125,9.758019,1555670363256
5.489986,9.472314,1555670363808
6.451575,9.622783,1555670364361
3.531145,9.768664,1555670364951
3.87782,9.613866,1555670365502
4.5802402,9.669517,1555670366056
4.844453,9.992637,1555670366646
3.2158842,10.683971,1555670367197
5.386586,9.602652,1555670367749
5.812923,9.639347,1555670368301
5.345813,9.631436,1555670368891
4.9828415,9.684341,1555670369444
4.003807,9.790711,1555670369996
2.7054892,10.738373,1555670370547
4.263264,9.533292,1555670371100
5.049326,9.623218,1555670371690
5.23474,9.700091,1555670372242
4.318341,9.879027,1555670372872
