3.1505556,8.183254,1555672711814
3.6505556,9.686444,1555672712367
3.1978226,9.430412,1555672712920
3.445424,9.824708,1555672713511
2.6465292,10.22817,1555672713984
4.727903,9.4929,1555672714575
2.8363533,9.446208,1555672715089
1.7908506,10.749821,1555672715641
5.0094914,9.263651,1555672716154
3.1369996,9.611179,1555672716667
1.5015821,10.295744,1555672717180
3.5276184,9.539371,1555672717771
3.5772357,9.585162,1555672718323
1.5297871,9.696275,1555672718876
1.7731314,10.18,1555672719350
3.1675205,9.6162405,1555672719941
2.8585386,9.40092,1555672720454
2.875701,9.771487,1555672721007
3.3858376,10.206889,1555672721480
3.4025993,9.505417,1555672722072
0.14243412,10.2520275,1555672722548
3.8024755,9.340554,1555672723179
3.3364143,10.186828,1555672723690
4.6501775,9.489315,1555672724242
2.4427857,9.571909,1555672724755
2.7580395,9.838078,1555672725347
2.7558784,10.034191,1555672725820
3.405582,9.488084,1555672726412
2.789342,9.588776,1555672726926
2.765029,9.763592,1555672727517
2.1679497,10.323402,1555672728029
3.7240815,9.4436245,1555672728622
2.8990965,9.650516,1555672729174
2.240466,9.609223,1555672729727
1.4931135,10.4902725,1555672730239
3.8887568,9.530278,1555672730832
4.77292,9.591052,1555672731345
3.2739868,9.627655,1555672731936
2.3703356,9.5533,1555672732451
3.2107744,9.761165,1555672733042
3.5296946,10.209194,1555672733554
3.3474712,9.517873,1555672734107
2.5740643,9.589868,1555672734659
2.8679876,9.742431,1555672735215
2.3088064,10.253765,1555672735764
3.6458473,9.569673,1555672736316
3.410613,9.583034,1555672736870
2.620164,9.555682,1555672737461
2.6381207,9.686459,1555672737974
1.6651669,10.442641,1555672738528
4.171694,9.371083,1555672739039
2.8883343,9.684556,1555672739631
2.9667344,9.527281,1555672740183
2.4363842,9.800771,1555672740776
2.4334316,9.685501,1555672741329
2.997509,9.71001,1555672741920
2.7609596,10.361711,1555672742472
4.0043883,9.491909,1555672743064
3.8260899,9.487087,1555672743537
2.7649412,9.764083,1555672744130
1.729207,10.33197,1555672744642
3.1346416,9.53553,1555672745234
4.235987,9.617248,1555672745787
4.104518,9.637047,1555672746379
3.6705108,9.648592,1555672746931
2.084978,9.782945,1555672747523
2.2401314,9.610942,1555672748076
2.6854067,9.7383585,1555672748630
2.9830046,10.178902,1555672749102
3.3011446,9.641496,1555672749773
4.1606307,9.636725,1555672750325
3.9533696,9.689023,1555672750917
2.607458,9.582387,1555672751470
2.5464382,9.772987,1555672752023
1.4212074,10.313086,1555672752536
2.6745834,9.535455,1555672753127
4.1091413,9.449149,1555672753601
2.6206818,9.828715,1555672754233
2.341628,9.61721,1555672754785
2.7060852,9.732246,1555672755338
2.461935,10.251729,1555672755890
4.4543886,9.487293,1555672756442
3.4367723,9.622706,1555672756995
2.4552565,9.678551,1555672757586
2.4685478,9.597655,1555672758105
2.8728008,9.720642,1555672758731
2.4589567,10.387373,1555672759244
2.6254473,9.5700445,1555672759836
3.9931207,9.553967,1555672760349
3.6171756,9.686648,1555672760980
3.1215587,9.526584,1555672761533
2.454629,9.770657,1555672762164
2.8144412,9.527055,1555672762639
3.0031395,9.851518,1555672763269
1.8158932,10.266994,1555672763783
2.94522,9.604705,1555672764375
3.937595,9.602732,1555672764887
2.6067753,9.754925,1555672765519
3.2596292,9.547408,1555672766111
2.1002436,9.808748,1555672766782
0.6443367,9.769301,1555672769111
