Timestamp,X,Y,Z
5.984,0.7206726,2.282837,8.316559
6.005,0.43455505,2.4432526,9.101852
6.025,1.070221,3.1112366,10.281006
6.046,1.1049347,3.572113,10.5252075
6.067,0.3675232,4.2460785,10.683228
6.088,0.0072021484,4.5106506,11.978485
6.109,0.0072021484,4.5106506,11.978485
6.13,0.4429474,5.4156494,15.519516
6.15,-0.93133545,4.5968323,15.050247
6.172,-1.4867859
6.192,-1.4867859,1.4831696,14.56543
6.213,0.104156494,0.2657318,14.56662
6.234,1.1408539,-0.38549805,11.948563
6.254,0.9181824,0.12567139,9.480148
6.275,-1.8566895,0.84272766,6.5711823
6.296,-3.040619,0.9420929,6.347336
6.317,0.06585693,1.2102356,7.622238
6.338,1.940506,1.2126312,7.1003113
6.359,2.7689056,2.1308136,5.739197
6.38,2.7689056,2.1308136,5.739197
6.4,1.4640656,2.6000671,5.37529
6.421,0.30168152,2.5306396,5.997772
6.442,0.101760864,2.1140442,6.307831
6.463,0.101760864,2.1140442,6.307831
6.484,0.01676941,1.713028,6.676529
6.505,0.34716797,1.7848511,7.471405
6.525,0.915802,2.416916,8.642166
6.546,1.0654297,3.350647,10.253464
6.567,1.2306366,3.9659576,11.595413
6.588,1.5801849,4.3610077,12.489655
6.608,1.8028412,3.9456177,12.5914
6.629,1.9788208,3.1830597,12.132919
6.65,2.9700165,3.32193,11.928207
6.671,2.9700165,3.32193,11.928207
6.693,2.750946,3.3338928,12.324448
6.714,1.2473907,2.1763,14.167984
6.735,1.2473907,2.1763,14.167984
6.755,2.0721893,0.22862244,15.0191345
6.776,3.4560394,0.28128052,11.482895
6.797,2.940094,0.8044281,8.248322
6.817,1.6723633,1.28685,6.616684
6.838,-0.36869812,1.5801392,5.964264
6.859,-0.36869812,1.5801392,5.964264
6.88,1.841156,1.3407288,6.3353577
6.9,2.4253387,1.2437592,6.0097504
6.921,2.4289246,1.765686,5.5345
6.942,1.1671906,2.1116486,5.13945
6.964,0.28611755,2.1164398,5.011368
6.985,-0.11491394,2.4516296,5.206497
7.006,-0.11491394,2.4516296,5.206497
7.026,-0.1927185,3.0346222,6.226425
7.047,-0.07420349,2.8526611,7.3792267
7.068,-0.07420349,2.8526611,7.3792267
7.089,0.6452484,2.3474884,10.47374
7.109,1.5921631,2.9891357,12.440567
7.13,2.2792969,3.634369,12.724289
7.151,2.2002869,3.958786,12.49324
7.172,2.2002869,3.958786,12.49324
7.193,1.1552124,4.7512665,13.3072815
7.213,-0.5290985,4.789566,13.550293
7.234,-1.6543884,2.7832336,13.734634
7.255,-0.31602478,0.2992401,15.144821
7.276,1.070221,-0.8104706,15.802032
7.296,1.5634308,-1.1767883,13.854355
7.317,0.64645386,-0.44296265,11.005249
7.337,-1.2880707,0.7445679,8.91272
7.358,-3.2297668,0.9360962,8.262695
7.379,-2.4013672,0.92292786,7.8927917
7.4,0.6129303,1.2353821,7.0177
7.42,2.7593231,1.8686371,5.720047
7.441,2.7593231,1.8686371,5.720047
7.462,3.0071259,2.5857086,4.510971
7.483,0.33639526,2.5330353,4.7372284
7.504,0.33639526,2.5330353,4.7372284
7.525,-0.14962769,2.622818,5.4303436
7.546,0.0048065186,2.3486786,5.929535
7.566,0.29330444,2.0948944,6.6322327
7.587,0.7924957,2.2385406,7.4582367
7.608,0.9816284,2.425293,8.225586
7.629,1.4269562,3.0166626,9.818924
7.649,1.9033966,3.6798553,11.344025
7.67,2.1751404,4.070114,12.487259
7.691,2.1751404,4.070114,12.487259
7.712,2.5749817,4.0330048,12.59021
7.733,2.7461548,3.5984497,13.22348
7.753,1.7741089,2.5414124,13.486832
7.774,1.6651764,1.5047302,14.060257
7.795,2.3786469,0.5099335,15.116089
7.816,2.3786469,0.5099335,15.116089
7.837,2.3786469,0.5099335,15.116089
7.857,2.3690796,1.176712,7.862854
7.878,2.3690796,1.176712,7.862854
7.9,0.64045715,1.1779175,6.1917114
7.92,0.46688843,0.9492645,5.661392
7.941,1.4916077,1.0198975,5.229233
7.962,2.5043488,1.381424,5.143051
7.984,2.4289246,1.8195648,5.608719
8.005,2.4289246,1.8195648,5.608719
8.025,1.157608,2.2337646,6.428726
8.046,0.83200073,2.5964813,7.0153046
8.067,0.83200073,2.5964813,7.0153046
8.088,0.70510864,2.6922455,7.621048
8.11,0.8559418,2.5809174,8.062775
8.148,2.1368408,2.6419678,9.420288
8.169,2.4792023,2.9687805,10.363602
8.189,2.5630035,3.2249603,11.176437
8.21,2.5630035,3.2249603,11.176437
8.231,2.1631775,3.5146637,14.5690155
8.251,2.1631775,3.5146637,14.5690155
8.272,1.7717285,4.686615,14.399033
8.293,-0.20109558,2.5485992,13.361145
8.313,-0.20109558,2.5485992,13.361145
8.334,-0.45129395,-0.14607239,14.460083
8.355,0.2514038,-0.16044617,13.486832
8.375,0.26457214,0.10650635,11.448181
8.4,-0.75775146,0.9049835,7.996933
8.421,-0.75775146,0.9049835,7.996933
8.442,-1.1049042,1.3059998,5.857712
8.462,0.18437195,1.6483765,6.605896
8.483,0.18437195,1.6483765,6.605896
8.504,1.916565,2.0685577,6.4646454
8.525,2.4636536,2.409729,6.2790985
8.545,1.4042053,2.2768555,6.3389435
8.566,-0.48361206,2.1511536,5.8565216
8.587,-0.49438477,2.3019867,6.2874756
8.608,-0.49438477,2.3019867,6.2874756
8.629,-0.39263916,2.4037476,8.506897
8.65,-0.39263916,2.4037476,8.506897
8.671,0.38667297,2.967575,8.49733
8.691,1.0929718,4.1108093,7.941864
8.713,0.42259216,5.117569,8.854065
8.733,0.42259216,5.117569,8.854065
8.754,-0.27412415,5.2109528,10.846039
8.775,0.7122803,4.6794434,12.086227
8.796,2.8706665,4.4029083,14.000397
8.817,2.9664307,4.0210266,14.554657
8.837,2.9664307,4.0210266,14.554657
8.858,2.003952,3.204605,15.174744
8.879,1.0055847,1.1467896,15.20108
8.9,2.469635,0.7577362,13.235443
8.92,3.1842957,0.7733002,11.698364
8.941,3.0418396,1.3191681,7.3145905
8.962,1.2234497,1.1779175,5.177765
8.983,0.2011261,1.4915619,4.996994
9.004,0.7505951,1.7046356,5.184952
9.025,1.7166595,2.0290527,5.368103
9.045,2.090149,2.1763,5.347748
9.066,1.6077118,2.6419678,5.735611
9.087,1.6077118,2.6419678,5.735611
9.108,0.11253357,3.0406036,6.250366
9.129,0.11253357,3.0406036,6.250366
9.15,0.3675232,2.9256897,7.222412
9.171,0.5830078,2.709015,8.032852
9.191,1.039093,2.9340668,8.73555
9.212,1.6388397,3.0214539,9.799774
9.233,1.5538483,3.0825043,10.288193
9.254,1.2749176,3.1112366,10.665268
9.274,1.2749176,3.1112366,10.665268
9.295,0.95529175,3.5649414,11.656479
9.316,1.0989532,3.673874,13.039124
9.337,1.4640656,4.951172,13.916595
9.358,-0.026321411,3.7349243,13.5646515
9.378,-1.1719513,1.9536438,13.793304
9.399,-1.411377,0.74575806,14.103348
9.42,-1.411377,0.74575806,14.103348
9.441,-0.65719604,0.54704285,9.994888
9.462,-0.49917603,1.4101562,8.073547
9.482,-1.1731415,1.7429504,6.8201904
9.503,-1.1731415,1.7429504,6.8201904
9.524,-1.6268463,0.6404114,7.5372467
9.544,1.2210541,1.2844543,8.500916
9.565,1.2210541,1.2844543,8.500916
9.586,2.5989227,2.2936096,8.00412
9.609,1.5059662,2.5725403,7.6988525
9.63,0.2980957,2.3654327,7.0811462
9.651,0.2980957,2.3654327,7.0811462
9.671,0.3890686,2.2361603,6.4873962
9.692,0.5087738,1.9955292,6.2563477
9.713,0.4932251,1.9763794,6.281494
9.733,0.71588135,1.9763794,6.85849
9.754,1.1647949,2.3833923,8.24115
9.775,1.1647949,2.3833923,8.24115
9.796,1.3922424,3.8055573,10.935822
9.816,1.3922424,3.8055573,10.935822
9.838,0.6416626,4.264038,11.589432
9.859,0.041915894,3.6774597,11.789352
9.884,0.7865143,3.2129822,12.029968
9.905,3.3614655,3.886963,12.268188
9.925,3.8199615,4.429245,12.654861
9.946,2.1954956,2.8825836,13.411423
9.967,1.6927185,1.6771088,14.090179
9.987,1.4927979,0.40219116,13.4305725
10.008,2.7437744,0.19868469,10.524017
10.028,2.9532623,0.73498535,8.069962
10.049,1.8662872,1.0558167,6.1617737
10.07,1.8662872,1.0558167,6.1617737
10.092,-0.47044373,1.2533264,5.490204
10.112,-0.75416565,1.3299408,5.992981
10.133,0.9876251,1.7896423,6.538864
10.154,1.951294,2.3175507,6.3988037
10.175,1.951294,2.3175507,6.3988037
10.196,1.6747589,3.0609589,5.9953766
10.216,0.82481384,2.9544067,6.4718323
10.237,0.31724548,2.5497894,7.2319946
10.257,0.4644928,2.4420624,8.171707
10.278,0.4644928,2.4420624,8.171707
10.306,0.79489136,2.4193115,8.880402
10.327,1.4341431,2.6324005,9.60704
10.348,1.7106628,3.0549774,10.113403
10.368,1.7106628,3.0549774,10.113403
10.39,1.8495331,3.3757935,10.843643
10.41,1.4532928,3.378189,11.539154
10.431,1.1528168,3.3494568,12.240662
10.452,1.3192139,3.5314178,12.308899
10.473,1.6316681,4.746475,12.007217
10.493,1.6316681,4.746475,12.007217
10.514,-0.6188812,2.5162811,10.782593
10.535,-1.337143,0.5386658,13.034332
10.556,-0.83436584,-0.10298157,14.792877
10.578,0.0048065186,-0.30169678,12.306503
10.599,0.0048065186,-0.30169678,12.306503
10.62,-0.62727356,0.48120117,9.428665
10.64,-1.50354,0.9612427,7.818573
10.661,-1.1109009,1.4029694,7.6701202
10.682,-1.1109009,1.4029694,7.6701202
10.703,1.9488983,2.330719,8.509293
10.725,2.9987488,2.9807434,7.779068
10.746,1.5801849,2.5701447,7.9346924
10.766,1.5801849,2.5701447,7.9346924
10.787,1.2892914,2.267273,7.6425934
10.808,1.2605591,2.0386353,6.652588
10.829,0.9098053,1.899765,6.024109
10.85,0.9098053,1.899765,6.024109
10.871,1.4161835,1.8794098,6.7902527
10.892,1.2725372,2.2145996,7.830536
10.912,0.7134857,2.7676697,8.603867
10.933,0.1831665,4.001877,8.923492
10.954,0.039520264,4.572891,9.013275
10.974,0.25021362,4.6650696,9.216782
10.996,0.64645386,4.5178223,8.900742
11.017,0.69911194,4.4986725,8.460205
11.038,0.7039032,4.208969,8.180084
11.058,0.54948425,3.9013214,8.187271
11.079,0.8487549,3.6451416,8.315369
11.1,1.7142639,3.4260712,8.625412
11.121,1.7142639,3.4260712,8.625412
11.142,2.8287659,3.998291,10.047562
11.166,2.054245,4.1431427,11.786957
11.189,0.22148132,3.4871216,14.014755
11.212,0.53271484,1.4197235,16.62085
11.232,1.7489777,0.5374603,16.890198
11.253,3.074173,-0.48724365,15.858292
11.274,2.7964325,-1.0438995,12.811676
11.295,1.5310974,-0.62013245,10.05954
11.315,0.68595886,-0.2861328,7.723999
11.336,0.11972046,-0.26818848,5.4327393
11.357,0.2980957,-0.09220886,5.3573303
11.378,0.50639343,1.0486298,6.688507
11.398,0.7541809,1.499939,7.1733246
11.419,0.88227844,1.5909119,7.6390076
11.44,1.1983032,1.5274658,8.429092
11.461,1.6639862,1.4771881,9.267059
11.481,1.6532135,1.3538971,10.105026
11.502,1.6532135,1.3538971,10.105026
11.523,1.3431549,1.2066498,10.994476
11.544,1.1803589,1.1563721,11.458954
11.564,0.9481201,0.9145508,11.429016
11.585,0.8475647,0.90138245,11.142914
11.606,1.1611938,0.63442993,10.488098
11.626,1.1611938,0.63442993,10.488098
11.647,1.4676514,1.4412842,10.191223
11.669,1.4676514,1.4412842,10.191223
11.692,0.76615906,2.4217072,8.65773
11.714,0.17837524,1.9033661,7.989746
11.735,0.17837524,1.9033661,7.989746
11.756,3.0047302,1.4149475,9.238327
11.779,2.1919098,2.6264038,8.759491
11.8,2.1919098,2.6264038,8.759491
11.821,0.36871338,2.6683044,9.203613
11.841,0.1436615,2.1846771,9.341278
11.862,0.1436615,2.1846771,9.341278
11.883,0.8475647,2.1176453,9.360428
11.904,0.8475647,2.1176453,9.360428
11.925,0.37948608,2.4420624,9.304169
11.945,0.1544342,2.373825,8.748718
11.966,0.1544342,2.373825,8.748718
11.987,1.0187378,2.4695892,8.255508
12.008,1.1552124,2.2481232,8.980957
12.028,1.0833893,2.0541992,9.549576
12.049,1.1647949,2.1739044,9.635773
12.069,1.3240051,2.3271332,9.291
12.09,1.322815,2.279251,9.403534
12.111,1.3611145,2.3486786,9.54837
12.131,1.1683807,2.401352,9.460983
12.153,1.1683807,2.401352,9.460983
12.177,1.2665405,2.6335907,9.911102
12.198,1.1360626,2.3845978,9.992508
12.218,1.1037445,2.3199463,9.5603485
12.241,1.1037445,2.3199463,9.5603485
12.261,1.2868958,2.330719,9.291
12.282,1.2449951,2.3714294,9.630981
