Timestamp,X,Y,Z
0.007,0.7757263,2.1966553,6.95665
0.029,2.1524048,2.35466,8.630203
0.05,2.1524048,2.35466,8.630203
0.071,1.173172,2.8610382,9.2682495
0.092,0.8523407,3.2022095,9.269455
0.112,1.331192,3.5577545,10.114609
0.134,1.6065216,3.5254364,10.452194
0.155,1.6065216,3.5254364,10.452194
0.176,1.6089172,3.0573578,11.863571
0.197,1.6113129,3.4512177,12.708725
0.219,0.8691101,3.4188843,12.773361
0.241,0.8691101,3.4188843,12.773361
0.262,-0.14842224,0.75294495,12.685974
0.283,-0.34236145,-0.19515991,13.211502
0.304,-0.9684448,-0.22389221,11.024399
0.327,-0.9684448,-0.22389221,11.024399
0.348,-2.1619568,0.73379517,8.785828
0.369,-1.3730621,1.4364929,8.384796
0.389,0.080215454,2.2217865,8.771454
0.411,0.3567505,2.653946,8.315369
0.432,0.3567505,2.653946,8.315369
0.452,0.13049316,2.7916107,7.5001373
0.473,-0.039489746,2.4504395,7.0177
0.494,0.16641235,2.1116486,6.3389435
0.515,-0.0035858154,1.9117432,6.1917114
0.536,-0.0035858154,1.9117432,6.1917114
0.556,-0.027526855,2.0350342,6.1617737
0.577,0.14486694,2.5031128,6.538864
0.598,0.56863403,3.0549774,7.3588867
0.619,0.56863403,3.0549774,7.3588867
0.64,1.3192139,4.042572,9.277832
0.661,1.2054901,4.15271,10.249878
0.682,0.69433594,3.8510437,11.275787
0.702,0.8260193,3.5038757,11.24707
0.724,0.8260193,3.5038757,11.24707
0.745,3.4225311,3.0753174,12.202347
0.766,3.786438,3.9132843,12.933777
0.787,1.0474701,3.572113,12.918213
0.811,-0.16279602,1.8387146,13.386276
0.832,1.9632568,-0.36035156,13.831604
0.852,1.9632568,-0.36035156,13.831604
0.874,4.016281,-0.33880615,10.694
0.895,2.533081,0.9169464,8.172913
0.916,-0.5614319,0.9325104,7.1374207
0.938,-0.5614319,0.9325104,7.1374207
0.959,0.0526886,1.3491058,7.5995026
0.982,1.916565,1.4987335,7.356491
1.003,2.6312408,1.9380798,7.040451
1.025,1.3395691,2.291214,6.7268066
1.054,0.5746155,2.2960052,6.4873962
1.075,0.23942566,2.112854,6.7591248
1.099,0.43815613,1.7872467,7.1769257
1.12,0.6344757,1.7465363,7.375641
1.141,1.0438843,1.9512482,7.5959015
1.161,1.0438843,1.9512482,7.5959015
1.182,1.4880066,2.9891357,8.535629
1.203,1.4185791,3.3374786,9.40712
1.225,1.149231,3.4272614,10.428253
1.245,1.1276855,3.3494568,10.774216
1.266,1.1276855,3.3494568,10.774216
1.288,0.9696655,3.1471405,11.564301
1.309,1.1659851,3.6798553,12.512405
1.33,0.1209259,4.0485687,12.854767
1.351,-1.3467255,3.2369232,12.359177
1.373,-1.8914032,1.9069519,12.963699
1.394,-1.8842316,0.4321289,14.096161
1.415,-1.8842316,0.4321289,14.096161
1.436,-1.9345093,-0.8104706,12.474091
1.457,-2.2158203,-1.0427094,10.388748
1.478,-0.61769104,0.053833008,8.619431
1.498,0.13409424,0.8295593,9.531616
1.519,0.4764557,1.8650513,9.586685
1.54,0.2813263,2.2217865,8.824127
1.561,0.2813263,2.2217865,8.824127
1.582,0.36273193,2.3175507,7.33255
1.603,0.59976196,2.246933,6.4179535
1.624,0.7757263,1.9715881,5.174164
1.645,0.5758209,1.8375244,4.324234
1.666,0.5758209,1.8375244,4.324234
1.686,0.5650482,1.6507721,4.3816833
1.711,0.8104553,1.6292267,5.2471924
1.732,0.99360657,1.9129333,7.130234
1.752,1.1995087,2.6850739,8.844482
1.773,0.72665405,3.366211,10.026016
1.794,-0.004776001,3.91568,10.970535
1.815,0.28253174,3.666687,12.166443
1.836,1.2617493,2.7712555,13.132492
1.857,1.2617493,2.7712555,13.132492
1.878,3.6607513,3.4871216,13.981247
1.899,2.8862152,3.7253418,13.869919
1.92,2.8862152,3.7253418,13.869919
1.941,1.2785187,0.052642822,14.466064
1.963,1.2785187,0.052642822,14.466064
1.984,2.632431,-0.8619385,11.870758
2.005,2.4444885,-0.38549805,9.580704
2.026,-0.35671997,0.45606995,7.1685333
2.047,-1.5023499,0.5733795,7.3780365
2.068,-1.5023499,0.5733795,7.3780365
2.089,1.4377289,1.302414,7.222412
2.11,1.8854523,2.0206757,6.5640106
2.131,1.8854523,2.0206757,6.5640106
2.152,0.9672699,2.6168365,6.0935516
2.173,0.3603363,2.6886597,6.008545
2.195,0.34597778,2.5222626,5.854126
2.216,0.6500397,2.1966553,5.787079
2.237,0.60813904,2.1379852,6.2982483
2.258,0.5865936,2.203827,7.1170654
2.279,1.236618,2.607254,7.974182
2.299,1.9524841,3.2070007,8.949829
2.321,2.0638123,3.5613403,10.55394
2.342,2.0638123,3.5613403,10.55394
2.364,1.4580841,3.7564697,12.431
2.384,0.76615906,3.4033203,13.324036
2.405,1.528717,3.9875183,14.146439
2.429,1.2234497,4.252075,13.921387
2.45,1.2234497,4.252075,13.921387
2.471,-0.4345398,2.5162811,12.90744
2.495,-1.6268463,0.57458496,14.031525
2.516,-0.9289398,-0.97566223,14.870682
2.537,-0.096954346,-0.6967468,12.233475
2.56,-0.49319458,0.3746643,7.1637573
2.581,-0.9780121,1.073761,5.704483
